iter	Logloss
269	0.2882420608
270	0.2881293021
271	0.2878928404
272	0.2877722027
273	0.2877196465
274	0.2876626875
275	0.2875127904
276	0.2873239228
277	0.2871521355
278	0.287048645
279	0.2869123798
280	0.2867908119
281	0.2866646904
282	0.2864875539
283	0.2864377399
284	0.2863143829
285	0.2863029703
286	0.2862179871
287	0.2860203287
288	0.285880538
289	0.2857920293
290	0.2856484096
291	0.2855831726
292	0.2854903893
293	0.2854552222
294	0.2852747002
295	0.285149348
296	0.2850583194
297	0.2848413423
298	0.2846980059
299	0.2846105757
300	0.2844445738
301	0.2842277074
302	0.2841521737
303	0.284065517
304	0.2839373195
305	0.28379214
306	0.2836095871
307	0.2834982968
308	0.2834398859
309	0.2833831682
310	0.2833149683
311	0.2832038819
312	0.2831446613
313	0.2830594893
314	0.2829254607
315	0.2828132931
316	0.282730092
317	0.2825308218
318	0.2824042903
319	0.2823045822
320	0.2821507625
321	0.2820583354
322	0.2820583282
323	0.281775905
324	0.2816690436
325	0.2816292378
326	0.2814254099
327	0.2813193293
328	0.2812626742
329	0.2811824949
330	0.2810848732
331	0.2808611373
332	0.2806607903
333	0.2805609472
334	0.2804604151
335	0.2803626122
336	0.2802490556
337	0.280119383
338	0.2798771005
339	0.2797885681
340	0.2797417111
341	0.2796772647
342	0.2796457537
343	0.2794781236
344	0.2793405146
345	0.2792490099
346	0.2791981002
347	0.2790134862
348	0.2789728115
349	0.2789219623
350	0.2787041961
351	0.2785571788
352	0.2784716515
353	0.2784024039
354	0.2781625758
355	0.2780758411
356	0.2779506338
357	0.2779506269
358	0.2778388105
359	0.2776861682
360	0.2776465456
361	0.2774853564
362	0.2773486593
363	0.2770903951
364	0.2769736579
365	0.2768259817
366	0.2767651211
367	0.2766301836
368	0.276592557
369	0.2765150894
370	0.2764497392
371	0.2763683861
372	0.2761760629
373	0.2759984184
374	0.2759137463
375	0.2759133501
376	0.2758749233
377	0.2756938649
378	0.2756115101
379	0.2755352461
380	0.2753373707
381	0.2752980697
382	0.2752128399
383	0.2749833563
384	0.2748745046
385	0.2746777588
386	0.2746769945
387	0.2746004628
388	0.2744269241
389	0.2744062876
390	0.2743160459
391	0.274190149
392	0.273995446
393	0.2738181163
394	0.2737754791
395	0.2736879521
396	0.273522212
397	0.273486056
398	0.2734280297
399	0.273309848
400	0.2732427199
401	0.2731431619
402	0.273081893
403	0.2729567508
404	0.2728172666
405	0.2726400264
406	0.2725967063
407	0.2725322221
408	0.2723157327
409	0.2722319555
410	0.2720070401
411	0.2718672912
412	0.2717566316
413	0.2716074615
414	0.2715006225
415	0.2714030318
416	0.2712463222
417	0.2712368229
418	0.2711628155
419	0.2710914318
420	0.2710092027
421	0.2709160184
422	0.2708454646
423	0.2707575505
424	0.2707575323
425	0.2706671357
426	0.2706418953
427	0.2704844571
428	0.2703827391
429	0.2702127218
430	0.2701379455
431	0.2700517935
432	0.2698672265
433	0.2698060472
434	0.2696758238
435	0.2695159286
436	0.2694120106
437	0.2693323394
438	0.2692476074
439	0.2692296063
440	0.2691554196
441	0.2689966247
442	0.2689083862
443	0.2688533242
444	0.2687466581
445	0.2686372058
446	0.2685245778
447	0.2683824964
448	0.2682236987
449	0.2679719249
450	0.2679065425
451	0.2678552188
452	0.2677386093
453	0.267670894
454	0.2676050808
455	0.2674591316
456	0.2673710871
457	0.2672067925
458	0.2670710656
459	0.2670136412
460	0.2668985714
461	0.2668105222
462	0.2666619032
463	0.2666589085
464	0.2665452674
465	0.2664585049
466	0.26639096
467	0.2663909518
468	0.2663324701
469	0.2662550088
470	0.2662038195
471	0.266093641
472	0.2660815494
473	0.2660001942
474	0.2658731584
475	0.265803485
476	0.2657898899
477	0.2657308358
478	0.2655919394
479	0.2655000782
480	0.2653369049
481	0.2652125148
482	0.2651309768
483	0.2651154125
484	0.2650932578
485	0.2650613571
486	0.2649071351
487	0.2648135606
488	0.2647497095
489	0.2646385749
490	0.2646168518
491	0.2645834327
492	0.2645772785
493	0.2645119924
494	0.2645028671
495	0.2644166895
496	0.2643245101
497	0.2642920119
498	0.2642567594
499	0.2642252708
500	0.2641797135
501	0.2641485326
502	0.2639993785
503	0.2639983995
504	0.2638849968
505	0.263832581
506	0.2636997947
507	0.2635846552
508	0.2635444746
509	0.2634307924
510	0.2634248722
511	0.2633515936
512	0.263222936
513	0.2631104879
514	0.2630078641
515	0.2629784122
516	0.2628913171
517	0.2628104515
518	0.2627446402
519	0.2626428407
520	0.2625739657
521	0.2624829667
522	0.2624828323
523	0.2624604683
524	0.2624092822
525	0.2623170472
526	0.2622868943
527	0.262258341
528	0.2621960489
529	0.2621244355
530	0.2619743587
531	0.2617449888
532	0.26166419
533	0.2615649025
534	0.2614825905
535	0.2614661705
536	0.2614245806
537	0.2613684131
538	0.2612780288
539	0.2612278207
540	0.2612272243
541	0.2611965143
542	0.2611196431
543	0.2610418987
544	0.2608440379
545	0.2608045362
546	0.2606522735
547	0.2605669054
548	0.2604728349
549	0.2604313108
550	0.2603738275
551	0.260207037
552	0.2601213524
553	0.2600549111
554	0.2599778871
555	0.2599371048
556	0.2598440101
557	0.259726465
558	0.259713929
559	0.2596459502
560	0.2594303715
561	0.2592667384
562	0.2592165409
563	0.2591531399
564	0.259107572
565	0.2590494614
566	0.2590084567
567	0.2589106203
568	0.2588972209
569	0.2588667162
570	0.258853868
571	0.2587959015
572	0.2587068411
573	0.2586333135
574	0.2583838548
575	0.2582272027
576	0.2580659308
577	0.2579652384
578	0.2578568402
579	0.2578290571
580	0.2578071033
581	0.2576739331
582	0.2575914237
583	0.2574662861
584	0.2572853275
585	0.2571642703
586	0.2571282526
587	0.2570425503
588	0.2568638122
589	0.2568608403
590	0.2567096791
591	0.2566150539
592	0.2564989427
593	0.256471212
594	0.2563801706
595	0.2563440279
596	0.2563086721
597	0.2562181198
598	0.2561796033
599	0.2560435506
600	0.2559605987
601	0.2558930695
602	0.2557911088
603	0.2557646914
604	0.2556730095
605	0.25564042
606	0.2556104619
607	0.2555761035
608	0.255450377
609	0.2553708864
610	0.2552236298
611	0.2551852278
612	0.255153608
613	0.2550699684
614	0.2549190869
615	0.2548531776
616	0.2548065872
617	0.2546830912
618	0.254628547
619	0.2545838113
620	0.2544382474
621	0.2544009845
622	0.2542901864
623	0.2542478708
624	0.2541812678
625	0.2541304969
626	0.2540692404
627	0.2539350841
628	0.2538410087
629	0.2537463425
630	0.2536256801
631	0.2535836714
632	0.2535826293
633	0.2534745268
634	0.2534427967
635	0.2533120506
636	0.2531719063
637	0.2531236525
638	0.2530462401
639	0.2530428845
640	0.2530143696
641	0.2529152313
642	0.2528751239
643	0.2526944207
644	0.2526741891
645	0.2526330958
646	0.2525672572
647	0.252522618
648	0.2524966856
649	0.2524651748
650	0.2523876939
651	0.2522956219
652	0.2521791697
653	0.2519869527
654	0.251940352
655	0.2518490817
656	0.2518072427
657	0.2516478279
658	0.2514780322
659	0.2514473353
660	0.2513532118
661	0.2512341041
662	0.2511478456
663	0.251074016
664	0.2510437834
665	0.2509437635
666	0.2507293434
667	0.2506858652
668	0.2506443475
669	0.2505722079
670	0.2504478126
671	0.2503743474
672	0.2502904825
673	0.2502653677
674	0.2501952454
675	0.2501849813
676	0.2500391285
677	0.2499593086
678	0.2498600104
679	0.2497485595
680	0.2497027532
681	0.2496333801
682	0.2496114862
683	0.2494936627
684	0.2494527543
685	0.2493868444
686	0.249306757
687	0.2492601297
688	0.2491383754
689	0.2490547572
690	0.2490215032
691	0.2489429911
692	0.24888091
693	0.2487458197
694	0.2486916933
695	0.2486313815
696	0.2484710046
697	0.24843891
698	0.2483244714
699	0.2482234808
700	0.2482122487
701	0.2481070406
702	0.2480251713
703	0.2478700148
704	0.2476740459
705	0.2476224834
706	0.2475731877
707	0.2475130043
708	0.2474335391
709	0.2473113357
710	0.2472200448
711	0.2471299408
712	0.2470336782
713	0.2469676948
714	0.2468967833
715	0.2468298865
716	0.2467292917
717	0.2465804335
718	0.2465202934
719	0.2463929995
720	0.2462547407
721	0.2462433349
722	0.2461872513
723	0.2460778329
724	0.2458309011
725	0.2457651472
726	0.2457531812
727	0.2456107463
728	0.2455428528
729	0.2454257104
730	0.2453455887
731	0.2452537339
732	0.2452391254
733	0.2451116318
734	0.2450900036
735	0.2450504378
736	0.2449581432
737	0.244825297
738	0.2447905191
739	0.2447302822
740	0.2446589798
741	0.2445905554
742	0.2444695212
743	0.24435448
744	0.2442677743
745	0.2442127188
746	0.2441441556
747	0.2440800183
748	0.2440311367
749	0.2439317586
750	0.2438776265
751	0.2438239166
752	0.2437920389
753	0.2437124593
754	0.2436427062
755	0.243577002
756	0.2435191137
757	0.2434377763
758	0.2434157096
759	0.2433368581
760	0.243226369
761	0.2432253584
762	0.2431382451
763	0.2430226833
764	0.2429352634
765	0.2428579245
766	0.242761651
767	0.2426815371
768	0.2426376531
769	0.2425612816
770	0.2424948645
771	0.2423690802
772	0.2422948236
773	0.2421894996
774	0.2421517993
775	0.2421196365
776	0.2420105654
777	0.2419112112
778	0.2418453167
779	0.241754082
780	0.2416524486
781	0.2415332894
782	0.2414161881
783	0.2413302403
784	0.2412066746
785	0.2411251016
786	0.2409900174
787	0.2409382373
788	0.2408755115
789	0.240779449
790	0.2407419947
791	0.2406512018
792	0.2406340387
793	0.2405824283
794	0.2405071478
795	0.2404328315
796	0.2403133043
797	0.2402976289
798	0.2402132485
799	0.240141066
800	0.2400634811
801	0.240043739
802	0.2399599068
803	0.239848977
804	0.2396002501
805	0.2395767662
806	0.2395052861
807	0.2394587489
808	0.2393968712
809	0.2392746439
810	0.2391967072
811	0.2391517895
812	0.2391006861
813	0.2390615848
814	0.2390144764
815	0.2389594914
816	0.2388223
817	0.2387386424
818	0.2386968727
819	0.2386373967
820	0.2385559617
821	0.2384927896
822	0.2384552122
823	0.238337001
824	0.238307086
825	0.2381701799
826	0.2381179354
827	0.2380016554
828	0.2378608545
829	0.237769644
830	0.2376816525
831	0.2376135
832	0.237551681
833	0.2375233575
834	0.2374557212
835	0.237407086
836	0.2373233782
837	0.2372627716
838	0.2371757517
839	0.237140643
840	0.2370895907
841	0.2369609765
842	0.2369072227
843	0.2368608303
844	0.2366843388
845	0.2366101538
846	0.2364664632
847	0.2363250184
848	0.23627156
849	0.2362240585
850	0.2361783146
851	0.2360648227
852	0.2359963536
853	0.2359230571
854	0.2358532245
855	0.2357820032
856	0.235697252
857	0.2356161235
858	0.2355512773
859	0.2355270671
860	0.235366033
861	0.235338091
862	0.2353040908
863	0.2351944578
864	0.2350976636
865	0.235043273
866	0.2349404936
867	0.2349073976
868	0.2348061241
869	0.2346605626
870	0.234587111
871	0.2345324237
872	0.2345042192
873	0.2344420836
874	0.2343579997
875	0.234318763
876	0.2342092049
877	0.234076485
878	0.2340656284
879	0.2340521797
880	0.2340272602
881	0.2339683901
882	0.233861451
883	0.2338277688
884	0.2337325949
885	0.2336739411
886	0.2336035263
887	0.2335541669
888	0.2334499378
889	0.233412741
890	0.2333711454
891	0.2332469302
892	0.2332314553
893	0.2331744708
894	0.2330798999
895	0.2330777004
896	0.2330259863
897	0.2329596133
898	0.2328598712
899	0.2328338826
900	0.2328247897
901	0.2326684655
902	0.2326261448
903	0.2325373628
904	0.2324731218
905	0.2323717474
906	0.2323069644
907	0.23222909
908	0.2321685763
909	0.2321105463
910	0.2321094138
911	0.232000228
912	0.2319565293
913	0.2319209543
914	0.2318475969
915	0.2317503885
916	0.2316054005
917	0.231499468
918	0.2314463323
919	0.2313314601
920	0.2312792322
921	0.2312073444
922	0.2311394896
923	0.2310530534
924	0.2309652529
925	0.2309444325
926	0.2308865766
927	0.2307846119
928	0.2307489001
929	0.2306406656
930	0.2305304839
931	0.2304246229
932	0.2302825253
933	0.2302166343
934	0.2301470434
935	0.2300262236
936	0.2299535919
937	0.2299317085
938	0.2298272853
939	0.2297562178
940	0.2296955598
941	0.2296352928
942	0.2295799184
943	0.2295357149
944	0.229479981
945	0.2293976926
946	0.2293547695
947	0.2293188162
948	0.2292748146
949	0.2292054316
950	0.2291569282
951	0.229100131
952	0.2290269864
953	0.2289582876
954	0.2289251723
955	0.2288306347
956	0.2287389628
957	0.2287143387
958	0.2285986914
959	0.2285428299
960	0.2284677268
961	0.2284027666
962	0.2283550713
963	0.2282715267
964	0.2282206971
965	0.2281905249
966	0.22808442
967	0.2279785214
968	0.2279151654
969	0.2278475359
970	0.2277666829
971	0.2276715716
972	0.2275191193
973	0.2274681179
974	0.227420044
975	0.2273045192
976	0.227208468
977	0.2271507922
978	0.227078807
979	0.2270229896
980	0.2269922224
981	0.2269794355
982	0.2269010943
983	0.226834479
984	0.2266941391
985	0.2266617439
986	0.2266290832
987	0.226591628
988	0.2265242609
989	0.226465645
990	0.2263968178
991	0.2263949329
992	0.2262455777
993	0.2262226419
994	0.2261813845
995	0.2260867218
996	0.2260058327
997	0.2259646125
998	0.2258965969
999	0.2258414193
