Color,Comment,Document group,Document name,Code,Beginning,End,Weight score,Segment,Modified by,Modified,Created by,Created,Area,Coverage %
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,post-vocalic r > r realization,2,2,0,there,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:09:25,5,0.91
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,auxiliary verb > isn't,2,2,0,is,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:27:03,2,0.36
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ing ultimas > in,2,2,0,nothing,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:08:15,7,1.27
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,2,2,0,I,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:08:44,1,0.18
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,post-vocalic r > r deletion,3,3,0,here,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:09:07,4,0.72
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,3,3,0,cry ,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:09:12,3,0.54
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,post-vocalic r > r realization,4,4,0,there,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:09:32,5,0.91
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,auxiliary verb > isn't,4,4,0,is,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:27:07,2,0.36
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ing ultimas > in,4,4,0,nothing,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:09:42,7,1.27
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,4,4,0,I,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:11:00,1,0.18
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,5,5,0,my,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:19:11,2,0.36
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ing ultimas > in,6,6,0,passing,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:19:23,7,1.27
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,6,6,0,by,romeodetimmerman,2024-05-07 14:10:56,romeodetimmerman,2024-05-07 14:10:56,2,0.36
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,7,7,0,I,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:20:14,1,0.18
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,7,7,0,I,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:20:18,1,0.18
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,zero copula > copula realization,8,8,0,that's,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-16 08:47:00,6,1.09
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,post-consonantal t > t deletion,8,8,0,can't,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:20:44,5,0.91
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,8,8,0,deny ,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:26:12,4,0.72
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,9,9,0,I,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:20:57,1,0.18
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,9,9,0,I,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:20:59,1,0.18
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,zero copula > copula realization,10,10,0,that's,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-16 08:47:45,6,1.09
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,post-consonantal t > t realization,10,10,0,can't,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-16 07:58:22,5,0.91
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,10,10,0,deny ,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:26:02,4,0.72
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,11,11,0,my,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:22:36,2,0.36
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ing ultimas > in,12,12,0,passing,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-03-04 09:09:11,7,1.27
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,12,12,0,by ,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:22:57,2,0.36
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,14,14,0,I,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:23:13,1,0.18
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,15,15,0,goodbye ,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:26:26,7,1.27
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,16,16,0,I,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:23:56,1,0.18
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,17,17,0,goodbye ,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:26:38,7,1.27
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,18,18,0,my,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:24:08,2,0.36
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ing ultimas > in,19,19,0,passing,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:24:45,7,1.27
●,,1960s_AA > albertking,albertking-sc-as_the_years_go_passing_by,ai monophthongization > a:,19,19,0,by ,romeodetimmerman,2024-04-10 10:15:36,romeodetimmerman,2024-01-15 03:24:40,2,0.36
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,2,2,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:29:30,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,3,3,0,just,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:28:56,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,3,3,0,your,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:29:44,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,4,4,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:29:52,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,5,5,0,just,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:30:00,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,5,5,0,your,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:30:18,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,6,6,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:31:12,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,6,6,0,your,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:31:31,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,6,6,0,for,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:31:40,3,0.41
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,7,7,0,can't,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:31:49,5,0.68
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ing ultimas > in,8,8,0,chopping,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:32:00,8,1.09
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ing ultimas > in,9,9,0,cutting,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:32:05,7,0.96
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,10,10,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:32:22,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,10,10,0,for,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:37:47,3,0.41
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,11,11,0,want,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:33:07,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,third person singular > s deletion,11,11,0,want,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-16 08:49:00,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,12,12,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:33:18,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,13,13,0,just,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:33:35,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,13,13,0,your,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:33:49,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,14,14,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:34:17,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,14,14,0,your,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-16 08:49:27,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,14,14,0,for,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:34:29,3,0.41
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,15,15,0,can't,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:34:40,5,0.68
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,17,17,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:34:51,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,third person singular > s realization,18,18,0,cuts,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:35:34,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,19,19,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:36:00,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,19,19,0,just ,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-16 08:50:10,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal d > d realization,20,20,0,bend,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:36:08,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,20,20,0,your,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:36:16,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,21,21,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:36:24,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,22,22,0,just,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:36:36,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,22,22,0,your,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:36:46,4,0.55
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,ai monophthongization > a:,23,23,0,I,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:36:54,1,0.14
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-vocalic r > r deletion,23,23,0,for,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:37:26,3,0.41
●,,1960s_AA > albertking,albertking-sc-crosscut_saw,post-consonantal t > t deletion,24,24,0,can't,romeodetimmerman,2024-04-10 10:17:02,romeodetimmerman,2024-01-15 03:38:02,5,0.68
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,2,2,0,you're,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:40:11,6,0.48
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,zero copula > copula realization,2,2,0,you're,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 04:00:54,6,0.48
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d deletion,2,2,0,and,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:40:23,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d deletion,3,3,0,and,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:40:29,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal t > t deletion,3,3,0,hurt ,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:40:49,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,3,3,0,hurt ,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:40:53,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,4,4,0,over ,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:41:00,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r realization,5,5,0,where,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:41:08,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,5,5,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:41:21,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d deletion,6,6,0,and,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:41:30,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,6,6,0,your,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:41:37,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,7,7,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:42:12,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,7,7,0,try,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:41:58,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,8,8,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:42:08,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,8,8,0,for,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:42:38,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal t > t deletion,9,9,0,don't,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:42:21,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal t > t deletion,11,11,0,might,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:42:58,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,12,12,0,your,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:43:05,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d deletion,12,12,0,old,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:43:21,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,13,13,0,your,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:43:31,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,14,14,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:43:54,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,15,15,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:44:00,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,15,15,0,for,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:44:10,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > ai,17,17,0,right,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:44:27,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,17,17,0,here ,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:44:35,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,19,19,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:44:47,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,zero copula > copula realization,20,20,0,is,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 04:04:55,2,0.16
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d realization,21,21,0,and,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:45:38,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,22,22,0,are,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:46:45,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,23,23,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:47:10,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ing ultimas > in,23,23,0,saying,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:46:54,6,0.48
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d realization,23,23,0,and,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:47:30,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,23,23,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:47:36,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ing ultimas > in,24,24,0,blowing,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:47:53,7,0.56
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > ai,24,24,0,mind,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-26 05:19:20,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d realization,24,24,0,mind,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-26 05:19:31,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal t > t deletion,25,25,0,can't,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:48:46,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d deletion,25,25,0,world ,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:49:01,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d deletion,26,26,0,world,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:49:07,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > ai,26,26,0,nice,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:49:11,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ing ultimas > in,26,26,0,happening,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:49:25,9,0.71
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d deletion,26,26,0,world ,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:49:29,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,27,27,0,you're,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:49:37,6,0.48
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,zero copula > copula realization,27,27,0,you're,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 04:00:44,6,0.48
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,28,28,0,where,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:49:52,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d deletion,29,29,0,disregard,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:50:03,9,0.71
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r realization,29,29,0,disregard,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:50:07,9,0.71
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal t > t deletion,30,30,0,important,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:50:24,9,0.71
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,30,30,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:50:32,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,31,31,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:50:41,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,31,31,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:50:46,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,zero copula > copula realization,33,33,0,that's,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 04:03:34,6,0.48
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal t > t deletion,33,33,0,ain't,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-16 10:17:40,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,auxiliary verb > ain't,33,33,0,ain't,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:50:55,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,34,34,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:51:09,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,34,34,0,for,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:51:18,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,35,35,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:51:25,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal t > t deletion,35,35,0,ain't,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-16 10:19:10,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,auxiliary verb > ain't,35,35,0,ain't,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:51:31,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal d > d realization,36,36,0,and,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:52:02,3,0.24
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,36,36,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:52:10,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-consonantal t > t realization,36,36,0,ain't,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-16 10:19:33,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,auxiliary verb > ain't,36,36,0,ain't,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:51:46,5,0.40
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,36,36,0,star ,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:52:18,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,37,37,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:52:25,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,37,37,0,for,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:52:52,3,0.24
