Color,Comment,Document group,Document name,Code,Beginning,End,Weight score,Segment,Modified by,Modified,Created by,Created,Area,Coverage %
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal t > t deletion,6,6,0,can't,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:32:40,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,6,6,0,find,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:32:42,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal d > d deletion,6,6,0,find,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:32:44,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,7,7,0,I,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:32:50,1,0.09
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,7,7,0,I,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:32:56,1,0.09
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r realization,9,9,0,picture,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:04,7,0.61
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,9,9,0,by,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:07,2,0.17
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,9,9,0,my,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:09,2,0.17
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > ai,9,9,0,bedside ,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:20,7,0.61
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,11,11,0,my,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:30,2,0.17
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal d > d realization,11,11,0,old,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:34,3,0.26
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal t > t deletion,12,12,0,ain't,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:41,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,auxiliary verb > ain't,12,12,0,ain't,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:38,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r deletion,12,12,0,never,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:43,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ing ultimas > in,12,12,0,coming,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:46,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r deletion,13,13,0,swore,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:51,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r deletion,13,13,0,never,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:33:55,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,14,14,0,I,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:34:02,1,0.09
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal t > t realization,14,14,0,start,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:34:08,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal t > t realization,15,15,0,start,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:34:13,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r deletion,16,16,0,you're,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:34:19,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,zero copula > copula realization,16,16,0,you're,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:34:22,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal t > t deletion,18,18,0,don't,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:34:32,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal d > d realization,18,18,0,band,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:34:37,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > ai,19,19,0,ride ,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:34:51,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal d > d realization,20,20,0,cold ,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:35:04,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r deletion,21,21,0,you're,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:35:11,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,zero copula > copula deletion,21,21,0,you're,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:35:08,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ing ultimas > in,23,23,0,loving ,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:35:24,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r realization,26,26,0,letter,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:35:47,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,26,26,0,my,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:35:43,2,0.17
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal d > d deletion,28,28,0,and,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:36:19,3,0.26
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal t > t deletion,30,30,0,left,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:36:40,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r deletion,33,33,0,you're,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:36:49,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,zero copula > copula deletion,33,33,0,you're,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:36:47,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,third person singular > s realization,34,34,0,gets,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:36:58,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r realization,34,34,0,more,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:37:12,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ai monophthongization > a:,37,37,0,I,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:37:17,1,0.09
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r deletion,38,38,0,never,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:37:22,5,0.43
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,ing ultimas > in,38,38,0,coming,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:37:25,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-consonantal t > t realization,39,39,0,left,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:37:29,4,0.35
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-married_to_the_blues,post-vocalic r > r deletion,39,39,0,letter ,romeodetimmerman,2024-05-06 14:58:05,romeodetimmerman,2024-02-13 05:37:32,6,0.52
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t deletion,2,2,0,last,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:37:52,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,4,4,0,I,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:37:57,1,0.10
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t realization,4,4,0,watched,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:38:16,7,0.67
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r deletion,4,4,0,her ,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:38:23,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,5,5,0,and,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:38:26,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t realization,5,5,0,hurt,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:38:32,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,6,6,0,why,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:38:37,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,7,7,0,around,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:38:43,6,0.58
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,8,8,0,around,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:38:46,6,0.58
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,10,10,0,salt,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:38:59,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,10,10,0,my,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:01,2,0.19
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,11,11,0,I,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:05,1,0.10
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t deletion,11,11,0,ain't,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:13,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,auxiliary verb > ain't,11,11,0,ain't,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:09,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r deletion,11,11,0,bitter,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:18,6,0.58
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r deletion,12,12,0,or,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:22,2,0.19
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r realization,13,13,0,fair,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:39,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,13,13,0,and,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:36,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r deletion,13,13,0,square ,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:40,6,0.58
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,14,14,0,and,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:44,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,14,14,0,I,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:47,1,0.10
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,14,14,0,hold,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:49,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,15,15,0,why,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:39:53,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,16,16,0,around,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:03,6,0.58
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,17,17,0,why,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:06,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,18,18,0,salt,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:11,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,18,18,0,my,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:14,2,0.19
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t deletion,19,19,0,couldn't,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:24,8,0.77
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ing ultimas > in,20,20,0,healing,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:30,7,0.67
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > ai,20,20,0,time ,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:36,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,21,21,0,squeezed,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:54,8,0.77
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,22,22,0,my,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:40:47,2,0.19
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t deletion,22,22,0,heart ,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:04,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r deletion,22,22,0,heart ,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:05,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t deletion,23,23,0,couldn't,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:09,8,0.77
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,23,23,0,my,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:12,2,0.19
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,24,24,0,bruised,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:16,7,0.67
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,24,24,0,and,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:20,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > ai,24,24,0,pride ,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:22,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t deletion,25,25,0,ain't,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:47,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,auxiliary verb > ain't,25,25,0,ain't,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:42,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t realization,26,26,0,ain't,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:54,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,auxiliary verb > ain't,26,26,0,ain't,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:41:56,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t deletion,26,26,0,apart ,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:42:08,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r deletion,26,26,0,apart ,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:42:10,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r deletion,28,28,0,your,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:42:18,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > ai,28,28,0,price,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:42:20,5,0.48
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,29,29,0,and,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:42:26,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t realization,29,29,0,just,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:42:34,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-vocalic r > r deletion,30,30,0,another,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:42:47,7,0.67
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,32,32,0,around,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:43:02,6,0.58
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,33,33,0,why,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:43:07,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,34,34,0,salt,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:43:13,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,34,34,0,my,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:43:16,2,0.19
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,35,35,0,why,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:43:18,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,36,36,0,salt,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:43:24,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,36,36,0,my,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:43:26,2,0.19
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,39,39,0,why,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:44:29,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d deletion,40,40,0,around,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:44:39,6,0.58
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,41,41,0,why,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:44:43,3,0.29
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal t > t realization,41,41,0,hurt,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:44:46,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ing ultimas > in,43,43,0,rubbing,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:44:59,7,0.67
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,post-consonantal d > d realization,43,43,0,salt,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:45:02,4,0.38
●,,2010s_AA > shemekiacopeland,shemekiacopeland-so-salt_in_my_wounds,ai monophthongization > a:,43,43,0,my,romeodetimmerman,2024-05-06 14:58:55,romeodetimmerman,2024-02-13 05:45:05,2,0.19
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,ai monophthongization > a:,3,3,0,appetite ,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:05:32,8,1.01
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,ai monophthongization > a:,4,4,0,my,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:05:44,2,0.25
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,ing ultimas > in,4,4,0,cooking,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:05:36,7,0.88
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-vocalic r > r deletion,4,4,0,your,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:05:50,4,0.50
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-vocalic r > r realization,4,4,0,water,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:05:52,5,0.63
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,ai monophthongization > ai,4,4,0,alright ,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:05:58,7,0.88
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-consonantal t > t realization,5,5,0,don't,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:02,5,0.63
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-consonantal t > t realization,6,6,0,don't,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:07,5,0.63
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-consonantal t > t realization,7,7,0,don't,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:11,5,0.63
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,ai monophthongization > a:,8,8,0,I,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:15,1,0.13
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-consonantal t > t deletion,8,8,0,don't,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:18,5,0.63
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,ai monophthongization > a:,10,10,0,I,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:23,1,0.13
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-consonantal t > t deletion,10,10,0,don't,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:25,5,0.63
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-vocalic r > r deletion,10,10,0,care ,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:28,4,0.50
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,ai monophthongization > a:,12,12,0,my,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:32,2,0.25
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-vocalic r > r realization,12,12,0,for,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:47,3,0.38
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-consonantal t > t realization,13,13,0,don't,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:51,5,0.63
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-consonantal t > t realization,15,15,0,don't,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:06:57,5,0.63
●,,2010s_nonAA_nonUS > daniwilde,daniwilde-sc-dont_quit_me_baby,post-consonantal d > d deletion,15,15,0,and,romeodetimmerman,2024-05-06 15:01:58,romeodetimmerman,2024-02-13 07:07:00,3,0.38
