artist,group,song,type,performance,year,recording,link,date_uploaded,date_accessed,transcription
allyvenable,10_nonAA_US,woke_up_this_morning,cover,live,2017,live_at_the_dallas_international_guitar_show,https://www.youtube.com/watch?v=ZcwFFbzH8ps,2017-06-11,2023-12-14,
allyvenable,10_nonAA_US,any_fool_should_know,original,live,2023,live_at_the_granada_theatre,https://www.youtube.com/watch?v=3-qNghOf7CM,2023-04-11,2023-12-14,
allyvenable,10_nonAA_US,broken_and_blue,original,live,2023,live_at_the_granada_theatre,https://www.youtube.com/watch?v=9qF4wBPX-QU,2023-04-11,2023-12-14,
allyvenable,10_nonAA_US,played_the_game,original,live,2021,live_at_the_dallas_international_guitar_show,https://www.youtube.com/watch?v=AD36kARY12c,2021-05-10,2023-12-14,
allyvenable,10_nonAA_US,backwater_blues,cover,studio,2018,puppet_show,https://www.youtube.com/watch?v=Shq0pBhiGaQ,2019-04-12,2023-12-14,done
allyvenable,10_nonAA_US,messin_with_the_kid,cover,studio,2016,no_glass_shoes,https://www.youtube.com/watch?v=2z_T2Gj8kkA,2016-08-02,2023-12-14,done
allyvenable,10_nonAA_US,woke_up_this_morning,cover,studio,2016,no_glass_shoes,https://www.youtube.com/watch?v=ya-d4tjNCVE,2016-08-02,2023-12-14,done
allyvenable,10_nonAA_US,any_fool_should_know,original,studio,2023,real_gone,https://www.youtube.com/watch?v=CgB0CEL_wV0,2023-03-23,2023-12-14,done
allyvenable,10_nonAA_US,broken_and_blue,original,studio,2023,real_gone,https://www.youtube.com/watch?v=PPfHBHEp3Pk,2023-03-23,2023-12-14,done
allyvenable,10_nonAA_US,played_the_game,original,studio,2021,heart_of_fire,https://www.youtube.com/watch?v=GkL_c7q5YYc,2021-02-25,2023-12-14,done
joebonamassa,10_nonAA_US,i_want_to_shout_about_it,cover,live,2023,live_in_saint_augustine,https://www.youtube.com/watch?v=jdyJ5j2PrN0,2023-03-12,2023-12-13,
joebonamassa,10_nonAA_US,twenty_four_hour_blues,cover,live,2023,live_at_the_hollywood_bowl,https://www.youtube.com/watch?v=RSJ3ibaD-Mi,2023-08-11,2023-12-13,
joebonamassa,10_nonAA_US,well_i_done_got_over_it,cover,live,2023,live_in_springfield,https://www.youtube.com/watch?v=z6P8JF-lpNo,2023-11-26,2023-12-13,
joebonamassa,10_nonAA_US,high_class_girl,original,live,2021,live_from_the_ryman,https://www.youtube.com/watch?v=gEJrP5XTanU,2021-04-09,2023-12-14,
joebonamassa,10_nonAA_US,lonesome_road_blues,original,live,2018,live_from_the_royal_albert_hall,https://www.youtube.com/watch?v=tDkriU971p8,2019-09-18,2023-12-14,
joebonamassa,10_nonAA_US,royal_tea,original,live,2021,live_from_the_ryman,https://www.youtube.com/watch?v=lUyURllbd1w,2021-06-10,2023-12-14,
joebonamassa,10_nonAA_US,i_want_to_shout_about_it,cover,studio,2023,blues_deluxe_vol_2,https://www.youtube.com/watch?v=iW7rKANgBBM,2023-05-19,2023-12-13,done
joebonamassa,10_nonAA_US,twenty_four_hour_blues,cover,studio,2023,blues_deluxe_vol_2,https://www.youtube.com/watch?v=iKH_jK_9TF8,2023-06-16,2023-12-13,done
joebonamassa,10_nonAA_US,well_i_done_got_over_it,cover,studio,2023,blues_deluxe_vol_2,https://www.youtube.com/watch?v=ixujU3KQEtA,2023-07-14,2023-12-13,done
joebonamassa,10_nonAA_US,high_class_girl,original,studio,2020,royal_tea,https://www.youtube.com/watch?v=kGC9bg6Rsvc,2020-10-22,2023-12-14,done
joebonamassa,10_nonAA_US,lonesome_road_blues,original,studio,2009,the_ballad_of_john_henry,https://www.youtube.com/watch?v=Bsu-NTb9p9M,2014-11-08,2023-12-14,done
joebonamassa,10_nonAA_US,royal_tea,original,studio,2020,royal_tea,https://www.youtube.com/watch?v=G9z5iVNGeRA,2020-10-02,2023-12-14,done
mattschofield,10_nonAA_US,stranger_blues,cover,live,2011,live_at_the_jakarta_blues_festival,https://www.youtube.com/watch?v=6CyrMYpmHEU,2011-05-17,2023-12-11,
mattschofield,10_nonAA_US,woman_across_the_river,cover,live,2016,live_in_las_vegas,https://www.youtube.com/watch?v=kNZy4mONNTi,2016-08-15,2023-12-11,
mattschofield,10_nonAA_US,wrapped_up_in_love_again,cover,live,2015,live_at_western_maryland_blues_festival,https://www.youtube.com/watch?v=l74FaYp8NrQ,2015-03-31,2023-12-11,
mattschofield,10_nonAA_US,dont_know_what_id_do,original,live,2019,live_at_stran_palato,https://www.youtube.com/watch?v=7ahgWeqwgJw,2019-02-25,2023-12-11,
mattschofield,10_nonAA_US,siftin_through_ashes,original,live,2019,live_at_stran_palato,https://www.youtube.com/watch?v=LihbjFcsY90,2019-02-25,2023-12-11,
mattschofield,10_nonAA_US,what_i_wanna_hear,original,live,2019,live_at_stran_palato,https://www.youtube.com/watch?v=rxqbccPrqDA,2019-02-25,2023-12-11,
mattschofield,10_nonAA_US,stranger_blues,cover,studio,2009,heads_tales_and_aces,N/A,N/A,2023-12-11,done
mattschofield,10_nonAA_US,woman_across_the_river,cover,studio,2009,heads_tales_and_aces,https://www.youtube.com/watch?v=UObdqjJ8P6s,2023-05-01,2023-12-11,done
mattschofield,10_nonAA_US,wrapped_up_in_love_again,cover,studio,2011,anything_but_time,N/A,N/A,2023-12-11,done
mattschofield,10_nonAA_US,dont_know_what_id_do,original,studio,2011,anything_but_time,https://www.youtube.com/watch?v=qzcAu-HHbGQ,2011-09-21,2023-12-11,done
mattschofield,10_nonAA_US,siftin_through_ashes,original,studio,2005,siftin_thru_ashes,N/A,N/A,2023-12-11,done
mattschofield,10_nonAA_US,what_i_wanna_hear,original,studio,2009,heads_tales_and_aces,https://www.youtube.com/watch?v=yGbbO8HUEZi,2019-02-25,2023-12-11,done
philipsayce,10_nonAA_US,backwater_blues,cover,live,2017,live_at_the_arcadia,https://www.youtube.com/watch?v=UwEHwZwS82Y,2017-11-12,2023-12-13,
philipsayce,10_nonAA_US,blues_aint_nothing_but,cover,live,2018,live_at_maui_sugar_mill,https://www.youtube.com/watch?v=7DZek_KtkaY,2019-01-02,2023-12-13,
philipsayce,10_nonAA_US,give_me_time,cover,live,2018,live_at_maui_sugar_mill,https://www.youtube.com/watch?v=OFgyyDzMT28,2019-01-02,2023-12-13,
philipsayce,10_nonAA_US,bitter_monday,original,live,2018,live_at_maui_sugar_mill,https://www.youtube.com/watch?v=yORl1DKaw28,2019-01-02,2023-12-13,
philipsayce,10_nonAA_US,morning_star,original,live,2008,live_at_ymctv,https://www.youtube.com/watch?v=jn431qmBuPi,2012-10-12,2023-12-13,
philipsayce,10_nonAA_US,on_the_road_again,original,live,2019,live_at_wayne_pennsylvania,https://www.youtube.com/watch?v=i_h5lcA4Xi0,2019-09-07,2023-12-13,
philipsayce,10_nonAA_US,backwater_blues,cover,studio,1997,philip_sayce_group,https://www.youtube.com/watch?v=dE_hTEieZJY,2015-05-28,2023-12-13,done
philipsayce,10_nonAA_US,blues_aint_nothing_but,cover,studio,2015,influence,https://www.youtube.com/watch?v=5mQenJn-trc,2022-06-27,2023-12-13,done
philipsayce,10_nonAA_US,give_me_time,cover,studio,2020,spirits_rising,https://www.youtube.com/watch?v=QFxbCc1DiH0,2020-04-23,2023-12-13,done
