word,previous_word,next_word,artist,song_type,song,aae_feature,aae_realization,performance_type,time,social_group,year
flying ,,,rorygallagher,original,bought_and_sold,ing ultimas,1,studio,1980s,nonAA_nonUS,1977
flying ,,,rorygallagher,original,bought_and_sold,ing ultimas,1,studio,1980s,nonAA_nonUS,1975
landing,crash , soon,rorygallagher,original,bought_and_sold,ing ultimas,1,studio,1980s,nonAA_nonUS,1977
landing,crash , soon,rorygallagher,original,bought_and_sold,ing ultimas,1,studio,1980s,nonAA_nonUS,1975
want,you , your,rorygallagher,original,bought_and_sold,post-consonantal t,0,studio,1980s,nonAA_nonUS,1977
want,you , your,rorygallagher,original,bought_and_sold,post-consonantal t,0,studio,1980s,nonAA_nonUS,1975
your,want , world,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
your,want , world,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
world,your , my,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
world,your , my,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1975
my,world , friend,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
my,world , friend,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1975
friend ,,,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
friend ,,,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1975
I,, think,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
I,, think,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1975
are,days , numbered,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
are,days , numbered,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
numbered ,,,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
numbered ,,,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1975
numbered ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
numbered ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
I,,'ve,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
I,,'ve,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1975
here ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
here ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
asunder ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
asunder ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
hear,, me,rorygallagher,original,bought_and_sold,post-vocalic r,0,studio,1980s,nonAA_nonUS,1977
hear,, me,rorygallagher,original,bought_and_sold,post-vocalic r,0,studio,1980s,nonAA_nonUS,1975
hear,, me,rorygallagher,original,bought_and_sold,post-vocalic r,0,studio,1980s,nonAA_nonUS,1977
hear,, me,rorygallagher,original,bought_and_sold,post-vocalic r,0,studio,1980s,nonAA_nonUS,1975
right ,,,rorygallagher,original,bought_and_sold,ai monophthongization,0,studio,1980s,nonAA_nonUS,1977
right ,,,rorygallagher,original,bought_and_sold,ai monophthongization,0,studio,1980s,nonAA_nonUS,1975
I,,'m,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
I,,'m,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1975
feeling,m , bought,rorygallagher,original,bought_and_sold,ing ultimas,1,studio,1980s,nonAA_nonUS,1977
feeling,m , bought,rorygallagher,original,bought_and_sold,ing ultimas,1,studio,1980s,nonAA_nonUS,1975
and,bought , sold,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
and,bought , sold,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1975
sold ,,,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
sold ,,,rorygallagher,original,bought_and_sold,post-consonantal d,1,studio,1980s,nonAA_nonUS,1975
you're,, just,rorygallagher,original,bought_and_sold,post-vocalic r,0,studio,1980s,nonAA_nonUS,1977
you're,, just,rorygallagher,original,bought_and_sold,post-vocalic r,0,studio,1980s,nonAA_nonUS,1975
you're,, just,rorygallagher,original,bought_and_sold,zero copula,0,studio,1980s,nonAA_nonUS,1977
you're,, just,rorygallagher,original,bought_and_sold,zero copula,0,studio,1980s,nonAA_nonUS,1975
just,re , a,rorygallagher,original,bought_and_sold,post-consonantal t,0,studio,1980s,nonAA_nonUS,1977
just,re , a,rorygallagher,original,bought_and_sold,post-consonantal t,0,studio,1980s,nonAA_nonUS,1975
trickster ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
trickster ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
something,s , I,rorygallagher,original,bought_and_sold,ing ultimas,1,studio,1980s,nonAA_nonUS,1977
something,s , I,rorygallagher,original,bought_and_sold,ing ultimas,1,studio,1980s,nonAA_nonUS,1975
I,something , should,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
I,something , should,rorygallagher,original,bought_and_sold,ai monophthongization,1,studio,1980s,nonAA_nonUS,1975
sure,s , gone,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
sure,s , gone,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
bitter ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
bitter ,,,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
hear,, me,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
hear,, me,rorygallagher,original,bought_and_sold,post-vocalic r,1,studio,1980s,nonAA_nonUS,1975
hear,, me,rorygallagher,original,bought_and_sold,post-vocalic r,0,studio,1980s,nonAA_nonUS,1977
hear,, me,rorygallagher,original,bought_and_sold,post-vocalic r,0,studio,1980s,nonAA_nonUS,1975
right ,,,rorygallagher,original,bought_and_sold,ai monophthongization,0,studio,1980s,nonAA_nonUS,1977
right ,,,rorygallagher,original,bought_and_sold,ai monophthongization,0,studio,1980s,nonAA_nonUS,1975
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
fast,a , train,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1980
fast,a , train,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
leaving,train , on,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
leaving,train , on,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
going,m , someplace,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
going,m , someplace,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
hard,s , to,rorygallagher,original,keychain,post-consonantal d,0,studio,1980s,nonAA_nonUS,1980
hard,s , to,rorygallagher,original,keychain,post-consonantal d,0,studio,1980s,nonAA_nonUS,1979
I,that , should,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,that , should,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
playing,get , russian,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
playing,get , russian,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
right,baby , now,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
right,baby , now,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
playing,m , no,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
playing,m , no,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
ain't,this , no,rorygallagher,original,keychain,post-consonantal t,1,studio,1980s,nonAA_nonUS,1980
ain't,this , no,rorygallagher,original,keychain,post-consonantal t,1,studio,1980s,nonAA_nonUS,1979
ain't,this , no,rorygallagher,original,keychain,auxiliary verb,1,studio,1980s,nonAA_nonUS,1980
ain't,this , no,rorygallagher,original,keychain,auxiliary verb,1,studio,1980s,nonAA_nonUS,1979
water,no , pistol,rorygallagher,original,keychain,post-vocalic r,1,studio,1980s,nonAA_nonUS,1980
water,no , pistol,rorygallagher,original,keychain,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
ain't,, it,rorygallagher,original,keychain,post-consonantal t,1,studio,1980s,nonAA_nonUS,1980
ain't,, it,rorygallagher,original,keychain,post-consonantal t,1,studio,1980s,nonAA_nonUS,1979
ain't,, it,rorygallagher,original,keychain,auxiliary verb,1,studio,1980s,nonAA_nonUS,1980
ain't,, it,rorygallagher,original,keychain,auxiliary verb,1,studio,1980s,nonAA_nonUS,1979
missing ,,,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
missing ,,,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
holds,one , me,rorygallagher,original,keychain,third person singular,0,studio,1980s,nonAA_nonUS,1980
holds,one , me,rorygallagher,original,keychain,third person singular,0,studio,1980s,nonAA_nonUS,1979
ain't,you , got,rorygallagher,original,keychain,post-consonantal t,1,studio,1980s,nonAA_nonUS,1980
ain't,you , got,rorygallagher,original,keychain,post-consonantal t,1,studio,1980s,nonAA_nonUS,1979
ain't,you , got,rorygallagher,original,keychain,auxiliary verb,1,studio,1980s,nonAA_nonUS,1980
ain't,you , got,rorygallagher,original,keychain,auxiliary verb,1,studio,1980s,nonAA_nonUS,1979
my,got , number,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
my,got , number,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
number ,,,rorygallagher,original,keychain,post-vocalic r,1,studio,1980s,nonAA_nonUS,1980
number ,,,rorygallagher,original,keychain,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
just,me , run,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1980
just,me , run,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
cover ,,,rorygallagher,original,keychain,post-vocalic r,1,studio,1980s,nonAA_nonUS,1980
cover ,,,rorygallagher,original,keychain,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
wild,as , as,rorygallagher,original,keychain,ai monophthongization,0,studio,1980s,nonAA_nonUS,1980
wild,as , as,rorygallagher,original,keychain,ai monophthongization,0,studio,1980s,nonAA_nonUS,1979
wild,as , as,rorygallagher,original,keychain,post-consonantal d,0,studio,1980s,nonAA_nonUS,1980
wild,as , as,rorygallagher,original,keychain,post-consonantal d,0,studio,1980s,nonAA_nonUS,1979
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,get ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,get ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
playing,m , russian,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
playing,m , russian,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
I,, got,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, got,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
right,baby , now,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
right,baby , now,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
guided,a , missile,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
guided,a , missile,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
missile,guided , and,rorygallagher,original,keychain,ai monophthongization,0,studio,1980s,nonAA_nonUS,1980
missile,guided , and,rorygallagher,original,keychain,ai monophthongization,0,studio,1980s,nonAA_nonUS,1979
and,missile , I,rorygallagher,original,keychain,post-consonantal d,1,studio,1980s,nonAA_nonUS,1980
and,missile , I,rorygallagher,original,keychain,post-consonantal d,1,studio,1980s,nonAA_nonUS,1979
I,and ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,and ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
lost,m , in,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1980
lost,m , in,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
sky ,,,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
sky ,,,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,, won,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, won,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
won't,I , be,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1980
won't,I , be,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
returning,be , until,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
returning,be , until,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
right ,,,rorygallagher,original,keychain,ai monophthongization,0,studio,1980s,nonAA_nonUS,1980
right ,,,rorygallagher,original,keychain,ai monophthongization,0,studio,1980s,nonAA_nonUS,1979
I,, got,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, got,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
letter,pen , ain,rorygallagher,original,keychain,post-vocalic r,1,studio,1980s,nonAA_nonUS,1980
letter,pen , ain,rorygallagher,original,keychain,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
ain't,letter , that,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1980
ain't,letter , that,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
ain't,letter , that,rorygallagher,original,keychain,auxiliary verb,1,studio,1980s,nonAA_nonUS,1980
ain't,letter , that,rorygallagher,original,keychain,auxiliary verb,1,studio,1980s,nonAA_nonUS,1979
I,all , need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,all , need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
trying,s , to,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
trying,s , to,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
trying,s , to,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
trying,s , to,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
I,, got,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, got,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
my,all , sorrow,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
my,all , sorrow,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
fast,a , plane,rorygallagher,original,keychain,post-consonantal t,1,studio,1980s,nonAA_nonUS,1980
fast,a , plane,rorygallagher,original,keychain,post-consonantal t,1,studio,1980s,nonAA_nonUS,1979
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, need,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
leaving,m , in,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
leaving,m , in,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
going,m , some,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
going,m , some,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
where,place , you,rorygallagher,original,keychain,post-vocalic r,0,studio,1980s,nonAA_nonUS,1980
where,place , you,rorygallagher,original,keychain,post-vocalic r,0,studio,1980s,nonAA_nonUS,1979
can't,you , follow,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1980
can't,you , follow,rorygallagher,original,keychain,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
I,, got,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,, got,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
feeling,that , that,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
feeling,that , that,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
I,that , should,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,that , should,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,well ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,get ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
I,get ,'m,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
playing,m , russian,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1980
playing,m , russian,rorygallagher,original,keychain,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
mine ,,,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1980
mine ,,,rorygallagher,original,keychain,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
I,well , fly,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
I,well , fly,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
fly,I , off,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
fly,I , off,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
for,, the,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
for,, the,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
last,the , week,rorygallagher,original,off_the_handle,post-consonantal t,0,studio,1980s,nonAA_nonUS,1977
last,the , week,rorygallagher,original,off_the_handle,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
or,week , two,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
or,week , two,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
don't,it , take,rorygallagher,original,off_the_handle,post-consonantal t,0,studio,1980s,nonAA_nonUS,1977
don't,it , take,rorygallagher,original,off_the_handle,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
rather,d , not,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
rather,d , not,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
and,down , dirty,rorygallagher,original,off_the_handle,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
and,down , dirty,rorygallagher,original,off_the_handle,post-consonantal d,1,studio,1980s,nonAA_nonUS,1979
your,dirty , luck,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
your,dirty , luck,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
I,well , fly,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
I,well , fly,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
fly,I , off,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
fly,I , off,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
fast ,,,rorygallagher,original,off_the_handle,post-consonantal t,0,studio,1980s,nonAA_nonUS,1977
fast ,,,rorygallagher,original,off_the_handle,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
I,think , look,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
I,think , look,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
like,look , an,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
like,look , an,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
like,, a,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
like,, a,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
turned,you , up,rorygallagher,original,off_the_handle,post-consonantal d,0,studio,1980s,nonAA_nonUS,1977
turned,you , up,rorygallagher,original,off_the_handle,post-consonantal d,0,studio,1980s,nonAA_nonUS,1979
I,, find,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
I,, find,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
hard,it , not,rorygallagher,original,off_the_handle,post-consonantal d,0,studio,1980s,nonAA_nonUS,1977
hard,it , not,rorygallagher,original,off_the_handle,post-consonantal d,0,studio,1980s,nonAA_nonUS,1979
my,raise , hand,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
my,raise , hand,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
hand ,,,rorygallagher,original,off_the_handle,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
hand ,,,rorygallagher,original,off_the_handle,post-consonantal d,1,studio,1980s,nonAA_nonUS,1979
where,towns , you,rorygallagher,original,off_the_handle,post-vocalic r,0,studio,1980s,nonAA_nonUS,1977
where,towns , you,rorygallagher,original,off_the_handle,post-vocalic r,0,studio,1980s,nonAA_nonUS,1979
rather,d , not,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1977
rather,d , not,rorygallagher,original,off_the_handle,post-vocalic r,1,studio,1980s,nonAA_nonUS,1979
and,back , see,rorygallagher,original,off_the_handle,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
and,back , see,rorygallagher,original,off_the_handle,post-consonantal d,1,studio,1980s,nonAA_nonUS,1979
nights ,,,rorygallagher,original,off_the_handle,ai monophthongization,0,studio,1980s,nonAA_nonUS,1977
nights ,,,rorygallagher,original,off_the_handle,ai monophthongization,0,studio,1980s,nonAA_nonUS,1979
you're,know , alone,rorygallagher,original,off_the_handle,post-vocalic r,0,studio,1980s,nonAA_nonUS,1977
you're,know , alone,rorygallagher,original,off_the_handle,post-vocalic r,0,studio,1980s,nonAA_nonUS,1979
you're,know , alone,rorygallagher,original,off_the_handle,zero copula,0,studio,1980s,nonAA_nonUS,1977
you're,know , alone,rorygallagher,original,off_the_handle,zero copula,0,studio,1980s,nonAA_nonUS,1979
feeling,, half,rorygallagher,original,off_the_handle,ing ultimas,1,studio,1980s,nonAA_nonUS,1977
feeling,, half,rorygallagher,original,off_the_handle,ing ultimas,1,studio,1980s,nonAA_nonUS,1979
just,crazy , body,rorygallagher,original,off_the_handle,post-consonantal t,0,studio,1980s,nonAA_nonUS,1977
just,crazy , body,rorygallagher,original,off_the_handle,post-consonantal t,0,studio,1980s,nonAA_nonUS,1979
and,body , soul,rorygallagher,original,off_the_handle,post-consonantal d,1,studio,1980s,nonAA_nonUS,1977
and,body , soul,rorygallagher,original,off_the_handle,post-consonantal d,1,studio,1980s,nonAA_nonUS,1979
my,well , cat,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1977
my,well , cat,rorygallagher,original,off_the_handle,ai monophthongization,1,studio,1980s,nonAA_nonUS,1979
won't,cat , scratch,rorygallagher,original,off_the_handle,post-consonantal t,1,studio,1980s,nonAA_nonUS,1977
won't,cat , scratch,rorygallagher,original,off_the_handle,post-consonantal t,1,studio,1980s,nonAA_nonUS,1979
or,scratch , show,rorygallagher,original,off_the_handle,post-vocalic r,0,studio,1980s,nonAA_nonUS,1977
or,scratch , show,rorygallagher,original,off_the_handle,post-vocalic r,0,studio,1980s,nonAA_nonUS,1979
