,word,previous_word,next_word,artist,song_type,song,aae_feature,time,social_group
7399,world ,,,janisjoplin,cover,down_on_me,post-consonantal d,1960s,nonAA_US
11038,my,to , lips,kokotaylor,cover,id_rather_go_blind,ai monophthongization,1980s,AA
27091,remember ,,,allyvenable,original,broken_and_blue,post-vocalic r,2010s,nonAA_US
14584,your,to , daughter,johnmayall,cover,mama_talk_to_your_daughter,post-vocalic r,1980s,nonAA_nonUS
19690,Lord,, and,stevierayvaughan,cover,texas_flood,post-consonantal d,1980s,nonAA_US
22251,feeling,myself) , like,kirkfletcher,original,gotta_right,ing ultimas,2010s,AA
29765,my,, baby,samanthafish,cover,whos_been_talking,ai monophthongization,2010s,nonAA_US
14774,bother,t , mine,johnmayall,cover,tears_came_rolling_down,post-vocalic r,1980s,nonAA_nonUS
25296,darling ,,,joanneshawtaylor,cover,cant_you_see_what_youre_doing_to_me,ing ultimas,2010s,nonAA_nonUS
5605,my,bring , nightshirt,tenyearsafter,cover,help_me,ai monophthongization,1960s,nonAA_nonUS
6219,your,turn , lamp,allmanbrothers,cover,statesboro_blues,post-vocalic r,1960s,nonAA_US
6609,I,why , let,allmanbrothers,original,whipping_post,ai monophthongization,1960s,nonAA_US
24366,feeds,it , on,danpatlansky,original,snake_oil_city,third person singular,2010s,nonAA_nonUS
4694,bar,the , at,rollingstones,original,the_spider_and_the_fly,post-vocalic r,1960s,nonAA_nonUS
13210,spending,m , all,ericclapton,cover,before_you_accuse_me,ing ultimas,1980s,nonAA_nonUS
25949,picked,, up,tinylegstim,cover,death_letter,post-consonantal t,2010s,nonAA_nonUS
24707,last,moaning , thing,davyknowles,cover,what_in_the_world,post-consonantal t,2010s,nonAA_nonUS
9940,I,can , get,albertcollins,cover,snatchin_it_back,ai monophthongization,1980s,AA
18253,ain't,there , no,jjcale,cover,borrowed_time,auxiliary verb,1980s,nonAA_US
1191,she's,when , gone,freddieking,cover,aint_no_sunshine,zero copula,1960s,AA
2661,I,when , get,muddywaters,cover,i_feel_so_good,ai monophthongization,1960s,AA
16423,need,she , me,thebluesband,cover,twenty_nine_ways,third person singular,1980s,nonAA_nonUS
27880,turned,I , thirty,joebonamassa,original,lonesome_road_blues,post-consonantal d,2010s,nonAA_US
15192,just,I , can,johnmayall,original,road_show,post-consonantal t,1980s,nonAA_nonUS
9125,hair,your ,'s,stevemiller,cover,mercury_blues,post-vocalic r,1960s,nonAA_US
22120,I,, found,kirkfletcher,cover,found_love,ai monophthongization,2010s,AA
21878,darling ,,,kirkfletcher,cover,aint_no_way,ing ultimas,2010s,AA
735,I,, gave,bbking,cover,how_blue_can_you_get,ai monophthongization,1960s,AA
1935,for,just , a,jimihendrix,cover,catfish_blues,post-vocalic r,1960s,AA
21491,times ,,,kingfish,cover,hard_times,ai monophthongization,2010s,AA
14430,like,love , I,jeffhealey,original,my_little_girl,ai monophthongization,1980s,nonAA_nonUS
8294,my,been , only,paulbutterfield,cover,born_under_a_bad_sign,ai monophthongization,1960s,nonAA_US
9756,eyes,your , man,albertcollins,cover,i_aint_drunk,ai monophthongization,1980s,AA
23062,ain't,I , seen,shemekiacopeland,original,ghetto_child,auxiliary verb,2010s,AA
14775,mine ,,,johnmayall,cover,tears_came_rolling_down,ai monophthongization,1980s,nonAA_nonUS
1198,she's,when , gone,freddieking,cover,aint_no_sunshine,zero copula,1960s,AA
17370,sitting,, in,bonnieraitt,original,love_letter,ing ultimas,1980s,nonAA_US
18737,and,morning , ride,jjcale,original,ride_me_high,post-consonantal d,1980s,nonAA_US
17470,won't,you , you,bonnieraitt,original,willya_wontcha,post-consonantal t,1980s,nonAA_US
1998,her,shot , down,jimihendrix,cover,hey_joe,post-vocalic r,1960s,AA
25169,why,and , I,davyknowles,original,never_gonna_be_the_same,ai monophthongization,2010s,nonAA_nonUS
1551,and,oh , you,freddieking,original,have_you_ever_loved_a_woman,post-consonantal d,1960s,AA
27566,over ,,,joebonamassa,cover,well_i_done_got_over_it,post-vocalic r,2010s,nonAA_US
15770,you're,, just,rorygallagher,original,bought_and_sold,zero copula,1980s,nonAA_nonUS
14384,rest,the , of,jeffhealey,original,my_little_girl,post-consonantal t,1980s,nonAA_nonUS
9875,won't,I , do,albertcollins,cover,snatchin_it_back,post-consonantal t,1980s,AA
2770,coming,s , he,muddywaters,cover,rollin_stone,ing ultimas,1960s,AA
16928,your,in , hair,bonnieraitt,cover,green_lights,post-vocalic r,1980s,nonAA_US
2901,my,put , brand,muddywaters,original,i_got_my_brand_on_you,ai monophthongization,1960s,AA
15119,round ,,,johnmayall,original,a_big_man,post-vocalic r,1980s,nonAA_nonUS
21086,heart,my , sure,garyclarkjr,original,travis_county,post-consonantal t,2010s,AA
3438,I,glad ,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
11667,I,,'m,kokotaylor,original,im_a_woman,ai monophthongization,1980s,AA
11866,right ,,,lutherallison,cover,freedom,ai monophthongization,1980s,AA
23426,by,it , myself,daniwilde,cover,dont_quit_me_baby,ai monophthongization,2010s,nonAA_nonUS
20922,we're,and ,,garyclarkjr,cover,shotgun_man,post-vocalic r,2010s,AA
6376,ain't,you , gonna,allmanbrothers,cover,trouble_no_more,auxiliary verb,1960s,nonAA_US
20767,mother,my , used,garyclarkjr,cover,if_trouble_was_money,post-vocalic r,2010s,AA
26260,I,, saw,tinylegstim,original,cant_win_them_all,ai monophthongization,2010s,nonAA_nonUS
6729,post ,,,allmanbrothers,original,whipping_post,post-consonantal t,1960s,nonAA_US
9540,find ,,,albertcollins,cover,a_good_fool_is_hard_to_find,ai monophthongization,1980s,AA
1412,alright ,,,freddieking,cover,big_legged_woman,ai monophthongization,1960s,AA
11197,I,cheap , got,kokotaylor,cover,let_the_good_times_roll,ai monophthongization,1980s,AA
222,you're,, a,albertking,cover,ill_play_the_blues_for_you,zero copula,1960s,AA
8835,I,,'ve,paulbutterfield,original,no_amount_of_loving,ai monophthongization,1960s,nonAA_US
24263,doing,baby , his,danpatlansky,original,insufficient_man,ing ultimas,2010s,nonAA_nonUS
18119,my,on , feet,fabulousthunderbirds,original,walkin_to_my_baby,ai monophthongization,1980s,nonAA_US
14909,my,and , tears,johnmayall,cover,tears_came_rolling_down,ai monophthongization,1980s,nonAA_nonUS
12823,are,cooks , gonna,robertcray,cover,too_many_cooks,post-vocalic r,1980s,AA
27395,I,yeah , know,joebonamassa,cover,i_want_to_shout_about_it,ai monophthongization,2010s,nonAA_US
22043,believing ,,,kirkfletcher,cover,congo_square,ing ultimas,2010s,AA
13049,and,, I,robertcray,original,smoking_gun,post-consonantal d,1980s,AA
7147,my,on , mind,cannedheat,original,future_blues,ai monophthongization,1960s,nonAA_US
20024,flipping,m , the,stevierayvaughan,original,dirty_pool,ing ultimas,1980s,nonAA_US
27397,I,yeah , know,joebonamassa,cover,i_want_to_shout_about_it,ai monophthongization,2010s,nonAA_US
19759,went,, down,stevierayvaughan,cover,tin_pan_alley,post-consonantal t,1980s,nonAA_US
344,mind,a , to,albertking,original,ive_made_nights_by_myself,ai monophthongization,1960s,AA
3389,I,glad ,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
26119,rather,d , be,tinylegstim,cover,going_down_south,post-vocalic r,2010s,nonAA_nonUS
28609,behind,left , oh,mattschofield,original,siftin_through_ashes,ai monophthongization,2010s,nonAA_US
10070,or,two , three,albertcollins,original,master_charge,post-vocalic r,1980s,AA
1644,found ,,,freddieking,original,i_love_the_woman,post-consonantal d,1960s,AA
18025,and,, not,fabulousthunderbirds,original,tuff_enough,post-consonantal d,1980s,nonAA_US
2666,like,feel , (unintelligible,muddywaters,cover,i_feel_so_good,ai monophthongization,1960s,AA
21542,and,, now,kingfish,cover,the_thrill_is_gone,post-consonantal d,2010s,AA
4662,lies ,,,rollingstones,original,the_spider_and_the_fly,ai monophthongization,1960s,nonAA_nonUS
4565,don't,he , go,rollingstones,original,midnight_rambler,post-consonantal t,1960s,nonAA_nonUS
16344,and,, if,thebluesband,cover,twenty_nine_ways,post-consonantal d,1980s,nonAA_nonUS
22588,I,like ,'ve,shemekiacopeland,cover,cant_let_go,ai monophthongization,2010s,AA
10636,serve,it , me,johnleehooker,cover,it_serves_me_right,third person singular,1980s,AA
19164,listening,, to,robbenford,cover,help_the_poor,ing ultimas,1980s,nonAA_US
4984,I,, just,savoybrown,cover,walking_by_myself,ai monophthongization,1960s,nonAA_nonUS
8291,wouldn't,I , have,paulbutterfield,cover,born_under_a_bad_sign,post-consonantal t,1960s,nonAA_US
15075,last,the , time,johnmayall,cover,the_last_time,post-consonantal t,1980s,nonAA_nonUS
22264,anger,my , will,kirkfletcher,original,gotta_right,post-vocalic r,2010s,AA
19730,and,Lord , I,stevierayvaughan,cover,texas_flood,post-consonantal d,1980s,nonAA_US
12415,don't,, you,lutherallison,original,lets_try_it_again,post-consonantal t,1980s,AA
14623,ain't,, gonna,johnmayall,cover,mama_talk_to_your_daughter,auxiliary verb,1980s,nonAA_nonUS
24313,cold,ice , beer,danpatlansky,original,snake_oil_city,post-consonantal d,2010s,nonAA_nonUS
7491,looks,, like,janisjoplin,cover,down_on_me,third person singular,1960s,nonAA_US
23428,myself,by , no,daniwilde,cover,dont_quit_me_baby,ai monophthongization,2010s,nonAA_nonUS
28244,near,from , and,mattschofield,cover,woman_across_the_river,post-vocalic r,2010s,nonAA_US
3143,tiger,a , in,muddywaters,original,tiger_in_your_tank,ai monophthongization,1960s,AA
596,and,worries , trouble,bbking,cover,everyday_i_have_the_blues,post-consonantal d,1960s,AA
21277,around ,,,garyclarkjr,original,when_my_train_pulls_in,post-consonantal d,2010s,AA
10395,for,her , myself,johnleehooker,cover,crawlin_kingsnake,post-vocalic r,1980s,AA
10119,I,as , could,albertcollins,original,master_charge,ai monophthongization,1980s,AA
29665,my,well , mama,samanthafish,cover,jim_lee_blues_part_i,ai monophthongization,2010s,nonAA_US
10838,like,I , it,johnleehooker,original,boom_boom,ai monophthongization,1980s,AA
10853,whisper,and , in,johnleehooker,original,boom_boom,post-vocalic r,1980s,AA
147,hurt ,,,albertking,cover,ill_play_the_blues_for_you,post-vocalic r,1960s,AA
7411,find ,,,janisjoplin,cover,down_on_me,ai monophthongization,1960s,nonAA_US
16993,seeing,been , baby,bonnieraitt,cover,love_me_like_a_man,ing ultimas,1980s,nonAA_US
1757,tore,m , down,freddieking,original,im_tore_down,post-vocalic r,1960s,AA
17052,ain't,back , got,bonnieraitt,cover,love_me_like_a_man,auxiliary verb,1980s,nonAA_US
1566,there's,but , something,freddieking,original,have_you_ever_loved_a_woman,zero copula,1960s,AA
14891,I,, thought,johnmayall,cover,tears_came_rolling_down,ai monophthongization,1980s,nonAA_nonUS
17025,find ,,,bonnieraitt,cover,love_me_like_a_man,post-consonantal d,1980s,nonAA_US
4529,my,since , momma,rollingstones,original,little_by_little,ai monophthongization,1960s,nonAA_nonUS
22862,going,was , for,shemekiacopeland,cover,has_anybody_seen_my_man,ing ultimas,2010s,AA
29329,I,what , saw,philipsayce,original,morning_star,ai monophthongization,2010s,nonAA_US
17843,tonight ,,,fabulousthunderbirds,original,rock_with_me,ai monophthongization,1980s,nonAA_US
29191,ain't,you , never,philipsayce,original,bitter_monday,post-consonantal t,2010s,nonAA_US
18542,changing,no , the,jjcale,original,call_me_the_breeze,ing ultimas,1980s,nonAA_US
19429,like,feel , hanging,robbenford,original,north_carolina,ai monophthongization,1980s,nonAA_US
575,I,day , have,bbking,cover,everyday_i_have_the_blues,ai monophthongization,1960s,AA
23311,ain't,it , till,shemekiacopeland,original,salt_in_my_wounds,auxiliary verb,2010s,AA
22478,feeling,m , like,kirkfletcher,original,two_steps_forward,ing ultimas,2010s,AA
12504,I,money , made,lutherallison,original,walking_papers,ai monophthongization,1980s,AA
19930,my,of , heart,stevierayvaughan,original,aint_gone_n_give_up_on_love,ai monophthongization,1980s,nonAA_US
22840,were,him , you,shemekiacopeland,cover,has_anybody_seen_my_man,post-vocalic r,2010s,AA
29631,miles,forty , or,samanthafish,cover,jim_lee_blues_part_i,ai monophthongization,2010s,nonAA_US
18419,I,,'ve,jjcale,cover,got_my_mojo_working,ai monophthongization,1980s,nonAA_US
587,seem,nobody , to,bbking,cover,everyday_i_have_the_blues,third person singular,1960s,AA
21891,I,know ,'d,kirkfletcher,cover,aint_no_way,ai monophthongization,2010s,AA
7634,heart,my , now,janisjoplin,cover,piece_of_my_heart,post-consonantal t,1960s,nonAA_US
3833,best,the , girl,fleetwoodmac,cover,dust_my_broom,post-consonantal t,1960s,nonAA_nonUS
10551,I,know , didn,johnleehooker,cover,i_didnt_know,ai monophthongization,1980s,AA
14557,river,the , of,jeffhealey,original,river_of_no_return,post-vocalic r,1980s,nonAA_nonUS
20708,I,because ,'m,ericgales,original,south_paw_serenade,ai monophthongization,2010s,AA
8875,inside ,,,paulbutterfield,original,no_amount_of_loving,ai monophthongization,1960s,nonAA_US
7572,right ,,,janisjoplin,cover,piece_of_my_heart,ai monophthongization,1960s,nonAA_US
6188,your,m , son,allmanbrothers,cover,hoochie_coochie_man,post-vocalic r,1960s,nonAA_US
9357,night,whole , long,stevemiller,original,steppin_stone,ai monophthongization,1960s,nonAA_US
24820,I,that ,'m,davyknowles,original,aint_much_of_nothing,ai monophthongization,2010s,nonAA_nonUS
26850,says,he , what,allyvenable,cover,messin_with_the_kid,third person singular,2010s,nonAA_US
19941,my,to , knees,stevierayvaughan,original,aint_gone_n_give_up_on_love,ai monophthongization,1980s,nonAA_US
27426,she's,it , so,joebonamassa,cover,i_want_to_shout_about_it,zero copula,2010s,nonAA_US
10270,don't,I , even,albertcollins,original,too_many,post-consonantal t,1980s,AA
8981,hear,I , your,stevemiller,cover,fanny_mae,post-vocalic r,1960s,nonAA_US
677,fire ,,,bbking,cover,how_blue_can_you_get,post-vocalic r,1960s,AA
29018,mine ,,,philipsayce,cover,give_me_time,ai monophthongization,2010s,nonAA_US
4727,I,, woulda,rollingstones,original,the_spider_and_the_fly,ai monophthongization,1960s,nonAA_nonUS
6595,I,,'ve,allmanbrothers,original,whipping_post,ai monophthongization,1960s,nonAA_US
11765,and,dubbie) , crying,kokotaylor,original,jump_for_joy,post-consonantal d,1980s,AA
6771,post ,,,allmanbrothers,original,whipping_post,ing ultimas,1960s,nonAA_US
19960,and,cheating , lying,stevierayvaughan,original,aint_gone_n_give_up_on_love,post-consonantal d,1980s,nonAA_US
18211,Lord ,,,jjcale,cover,borrowed_time,post-consonantal d,1980s,nonAA_US
28707,your,read , mind,mattschofield,original,what_i_wanna_hear,post-vocalic r,2010s,nonAA_US
24274,insufficient,man , man,danpatlansky,original,insufficient_man,post-consonantal t,2010s,nonAA_nonUS
29974,myself ,,,samanthafish,original,lets_have_some_fun,ai monophthongization,2010s,nonAA_US
3397,I,,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
20574,I,now ,'m,ericgales,original,layin_down_the_blues,ai monophthongization,2010s,AA
8663,night ,,,paulbutterfield,cover,look_over_yonders_wall,ai monophthongization,1960s,nonAA_US
12615,I,wrong ,'m,robertcray,cover,dont_touch_me,ai monophthongization,1980s,AA
7403,they're,, down,janisjoplin,cover,down_on_me,zero copula,1960s,nonAA_US
20826,I,oh , gotta,garyclarkjr,cover,if_you_love_me_like_you_say,ai monophthongization,2010s,AA
16357,my,to , baby,thebluesband,cover,twenty_nine_ways,ai monophthongization,1980s,nonAA_nonUS
8954,I,said ,'m,stevemiller,cover,fanny_mae,ai monophthongization,1960s,nonAA_US
6113,my,in , web,tenyearsafter,original,spider_in_my_web,ai monophthongization,1960s,nonAA_nonUS
7415,I,and , got,janisjoplin,cover,down_on_me,ai monophthongization,1960s,nonAA_US
12891,number,, scratched,robertcray,original,phone_booth,post-vocalic r,1980s,AA
8834,I,,'ve,paulbutterfield,original,no_amount_of_loving,ai monophthongization,1960s,nonAA_US
6902,here,live , no,cannedheat,cover,catfish_blues,post-vocalic r,1960s,nonAA_US
20906,trying,just , to,garyclarkjr,cover,shotgun_man,ai monophthongization,2010s,AA
24459,hold,grave , my,davyknowles,cover,aint_no_grave,post-consonantal d,2010s,nonAA_nonUS
25857,my,,,joanneshawtaylor,original,just_another_word,ai monophthongization,2010s,nonAA_nonUS
6733,I,Lord , feel,allmanbrothers,original,whipping_post,ai monophthongization,1960s,nonAA_US
19893,I,had , ain,stevierayvaughan,original,aint_gone_n_give_up_on_love,ai monophthongization,1980s,nonAA_US
8506,your,call , name,paulbutterfield,cover,driftin_and_driftin,post-vocalic r,1960s,nonAA_US
13352,found,soon , out,ericclapton,cover,hard_times,post-consonantal d,1980s,nonAA_nonUS
24482,and,mother , father,davyknowles,cover,aint_no_grave,post-consonantal d,2010s,nonAA_nonUS
858,your,,,bbking,original,please_love_me,post-vocalic r,1960s,AA
26620,their,lay , heads,tinylegstim,original,stepping_up,post-vocalic r,2010s,nonAA_nonUS
16307,and,, if,thebluesband,cover,twenty_nine_ways,post-consonantal d,1980s,nonAA_nonUS
13364,hard,about , times,ericclapton,cover,hard_times,post-consonantal d,1980s,nonAA_nonUS
22829,working,job , in,shemekiacopeland,cover,has_anybody_seen_my_man,ing ultimas,2010s,AA
25896,don't,,,joanneshawtaylor,original,just_another_word,post-consonantal t,2010s,nonAA_nonUS
23327,just,and , walk,shemekiacopeland,original,salt_in_my_wounds,post-consonantal t,2010s,AA
8632,yonder,, come,paulbutterfield,cover,look_over_yonders_wall,post-vocalic r,1960s,nonAA_US
414,using ,,,albertking,original,oh_pretty_woman,ing ultimas,1960s,AA
2752,mother ,,,muddywaters,cover,rollin_stone,post-vocalic r,1960s,AA
11420,tonight ,,,kokotaylor,original,come_to_mama,ai monophthongization,1980s,AA
22100,respect,I , tradition,kirkfletcher,cover,congo_square,post-consonantal t,2010s,AA
27276,lost ,,,allyvenable,original,played_the_game,post-consonantal t,2010s,nonAA_US
11784,we're,, gonna,kokotaylor,original,jump_for_joy,post-vocalic r,1980s,AA
1665,and,, now,freddieking,original,i_love_the_woman,post-consonantal d,1960s,AA
24398,over,way , Gabriel,davyknowles,cover,aint_no_grave,post-vocalic r,2010s,nonAA_nonUS
12486,doing,stop , me,lutherallison,original,walking_papers,ing ultimas,1980s,AA
20879,eyeing,you , me,garyclarkjr,cover,shotgun_man,ing ultimas,2010s,AA
690,you're,oh , evil,bbking,cover,how_blue_can_you_get,zero copula,1960s,AA
28280,anymore ,,,mattschofield,cover,woman_across_the_river,post-vocalic r,2010s,nonAA_US
7955,there's,maybe , way,janisjoplin,original,i_need_a_man_to_love,zero copula,1960s,nonAA_US
13592,my,through , head,ericclapton,original,old_love,ai monophthongization,1980s,nonAA_nonUS
